p_name,p_price,p_score,p_region,p_year
Sauvignon Blanc Napa Valley,17,87,Napa,1999
Chateauneuf-du-Pape,26,77,Rhone,1997
Riesling Spätlese Mosel-Saar-Ruwer Piesporter Goldtropfchen,16,83,Germany,1996
Brunello di Montalcino,58,86,Tuscany,1995
Pinot Noir Santa Barbara County Bien Nacido Vineyard La Bauge,30,92,South Coast,1995
Zinfandel Howell Mountain Beatty Ranch,,91,Napa,1997
Chianti Classico Riserva,22,89,Tuscany,1995
Chablis Montee de Tonnerre,20,83,Burgundy,1998
Vermentino Toscana Costa di Giulia,18,83,Tuscany,1997
Johannisberg Riesling Finger Lakes Fermented Dry,8,78,Finger Lakes,1994
Vosne-Romanee,26,80,Burgundy,1992
Riesling Alsace Grand Cru Muenchberg,35,92,Alsace,1997
Chardonnay Columbia Valley Woodburne Cuvee,14,85,Washington,1996
Barbera d'Asti Superiore Croutin Riserva Personale,25,81,Piedmont,1997
Riesling Alsace Reserve,13,84,Alsace,1998
Brouilly,10,75,Beaujolais,1992
Pinot Blanc British Columbia Pyramid Aged,11,88,Canada,1997
Cabernet Sauvignon Alexander Valley,20,84,Sonoma,1996
Cabernet Sauvignon South Australia Yellow Label,12,83,Australia,1997
Barolo,40,91,Piedmont,1993
Pinot Noir Anderson Valley Methode a l'Ancienne,18,87,Mendocino Lake,1995
Sauvignon Blanc Wellington,,77,South Africa,1994
Entre-Deux-Mers,8,80,Bordeaux,1993
Riesling Alsace Grand Cru Pfingstberg,24,79,Alsace,1996
Cabernet Sauvignon Napa Valley Oakville,28,89,Napa,1993
Chassagne-Montrachet En Remilly,58,90,Burgundy,1997
Beaune White Clos des Mouches,55,90,Burgundy,1992
Petite Sirah Paso Robles Shell Creek Vineyard,15,85,South Coast,1997
Chassagne-Montrachet Les Vergers,,90,Burgundy,1994
Chardonnay Arroyo Grande Valley Talley Vineyard,20,88,South Coast,1997
Cabernet Sauvignon Napa Valley,30,82,Napa,1996
Monthelie Les Duresses,31,89,Burgundy,1995
Sauvignon Blanc Stellenbosch,12,84,South Africa,1999
Chardonnay Russian River Valley Reserve,28,95,Sonoma,1994
Clos de Vougeot,80,91,Burgundy,1993
Cabernet Sauvignon Sonoma County Cinq Cepages,22,91,Sonoma,1993
Bourgogne-Hautes Cotes de Nuits,18,81,Burgundy,1997
Pinot Noir Sonoma Valley Jack London Vineyard,20,87,Sonoma,1998
Minervois,9,78,Languedoc-Roussillon,1994
Pinot Noir Santa Barbara County Bien Nacido Vineyard,20,80,South Coast,1998
Bordeaux White,,85,Bordeaux,1998
Brut Champagne,35,89,Champagne,
Brouilly Grande Cuvee Flower Label,12,83,Beaujolais,1999
Sangiovese Toscana All'Omo il Vino,21,85,Tuscany,1996
Brut Blanc de Blancs Champagne Comtes de Champagne,170,85,Champagne,1994
Monastrell Jumilla,9,85,Spain,1999
Rully,22,87,Burgundy,1995
Brut Rose Champagne Blason de France,50,84,Champagne,
Sancerre Les Monts Damnes,27,83,Loire,1996
St.-Emilion,37,82,Bordeaux,1995
Chardonnay Howell Mountain St. Thomas Vineyard,23,86,Napa,1996
Tokay Pinot Gris Alsace Cuvee Tradition,12,85,Alsace,1992
Toscana Solengo,73,92,Tuscany,1998
Pinot Gris Rogue Valley,11,87,Oregon,1995
Cabernet Sauvignon Rapel Valley,6,84,Chile,1997
Meursault,,75,Burgundy,1997
Sauvignon Blanc Qualitätswein Trocken Sudsteiermark Grassnitzberg,31,87,Steiermark,1998
Zinfandel Contra Costa County Duarte Vineyard,22,86,Bay Area - Central Coast,1996
Cabernet Sauvignon South Eastern Australia,7,83,Australia,1994
Musigny,448,85,Burgundy,1994
Pauillac,30,88,Bordeaux,1994
Merlot Paso Robles,16,78,South Coast,1995
Napa,50,91,Napa,1995
Cabernet Sauvignon Mount Veeder,120,98,Napa,1997
Morgon Vieilles Vignes,22,83,Beaujolais,1996
Chardonnay Kabinett Kremstal Gedersdorfer Altmandl,,88,Niederosterreich,1996
Cabernet Sauvignon Oregon,12,82,Oregon,1993
Sancerre,14,80,Loire,1994
Graves White,,81,Bordeaux,1996
Pinot Noir Central Coast Cheval Sauvage,35,88,Other California,1994
Sauvignon Blanc Napa Valley Clock Vineyard,10,84,Napa,1994
Chardonnay Vin de Pays des Coteaux de l'Ardeche Grand Ardeche,12,78,Rhone,1995
Cabernet Colli Euganei Bandiera,20,80,Veneto,1996
Tempranillo La Mancha Allozo Reserva,20,84,Spain,1993
Nuits-St.-Georges Les Grandes Vignes,32,93,Burgundy,1993
Chardonnay Russian River Valley Dutton Ranch,22,86,Sonoma,1998
Chablis Vaillons,38,88,Burgundy,1998
Vosne-Romanee Cros Parantoux,73,85,Burgundy,1992
Sancerre Rose Cotes de Reigny,15,84,Loire,1995
Pinot Noir Carneros,32,89,Carneros,1997
Toscana Bramasole,15,84,Tuscany,1998
Chianti Classico,15,81,Tuscany,1997
Chianti Il Colle,,85,Tuscany,1995
Chardonnay Maule Valley,5,77,Chile,1992
Montrachet,300,98,Burgundy,1996
Sancerre Les Culs de Beaujeu,20,91,Loire,1995
Les Cotes Sauvages California,20,87,Other California,1995
Chardonnay Washington Reserve,14,86,Washington,1994
Gewurztraminer Alsace Kritt,19,87,Alsace,1992
Riesling Alsace Grand Cru Rangen de Thann Clos St.-Urbain,80,92,Alsace,1995
Viognier Vin de Pays de Peloponnese Cuvee Larsinos,18,78,Greece,1996
Johannisberg Riesling Texas,8,78,Texas,1997
Chablis Montmains,30,80,Burgundy,1998
Pouilly-Fuisse,34,90,Burgundy,1995
Cabernet Sauvignon California,9,84,Other California,1994
Brunello di Montalcino Riserva,69,90,Tuscany,1993
Rheinriesling Qualitätswein Trocken Wien Nussberger Ried Preussen Vienna Classic,18,84,Wien,1998
Dolcetto d'Alba Solatio Brovia,26,93,Piedmont,1996
Chardonnay Napa Valley,26,83,Napa,1998
Barbaresco Tenuta Roncaglia,39,85,Piedmont,1995
Pinot Noir Russian River Valley Le Pinot Rochioli Vineyard,50,88,Sonoma,1997
Cotes du Rhone-Villages Beaumes de Venise Cuvee Princesse,,70,Rhone,1995
Volnay Carelle sous la Chapelle,60,79,Burgundy,1997
Pinot Bianco Alto Adige Vorberg,17,86,Northeast,1995
Brut Cava Sumarroca,8,83,Spain,
Barolo Otin Fiorin Collina Gabutti,45,86,Piedmont,1993
Vino Nobile di Montepulciano Riserva,27,68,Tuscany,1995
Riesling Spätlese Nahe Oberhäuser Brucke,40,88,Germany,1998
Sangiovese Toscana Pater,9,84,Tuscany,1996
Chassagne-Montrachet,32,90,Burgundy,1995
Puligny-Montrachet Les Combettes,112,94,Burgundy,1995
Monthelie White,30,80,Burgundy,1997
Dolcetto d'Alba,10,86,Piedmont,1996
St.-Emilion,25,92,Bordeaux,1995
Chardonnay Alexander Valley,14,86,Sonoma,1994
Riesling Kabinett Rheingau Erbacher Marcobrunn,18,81,Germany,1995
Chardonnay Mendocino,9,84,Mendocino Lake,1992
Shiraz Cabernet Malbec Australia Keyneton Estate,19,86,Australia,1992
Gewurztraminer Alsace Altenbourg,20,88,Alsace,1997
J. Daniel Cuvee Napa Valley,60,88,Napa,1995
Barbera d'Asti Superiore,12,85,Piedmont,1996
Pomerol,,,Bordeaux,1998
Chianti Classico Petri Riserva,,88,Tuscany,1997
Chardonnay Carneros Single Vineyard,21,88,Carneros,1998
Chablis Fourchaume Vieilles Vignes,45,86,Burgundy,1997
Volnay Champans,60,87,Burgundy,1998
Pinot Noir Monterey County,18,85,Bay Area - Central Coast,1997
Verdicchio dei Castelli di Jesi Classico Superiore Plenio Riserva,17,84,Other Italy,1995
St.-Aubin Les Cortons,,85,Burgundy,1996
Vintage Port,30,91,Portugal,1994
Riesling Eiswein Mosel-Saar-Ruwer Eitelsbacher Karthäuserhofberg (AP 36),,92,Germany,1995
Petite Sirah Paso Robles Imagery Series,18,86,South Coast,1994
Gewurztraminer Oregon Ultra Late Harvest Vin d'Epice,15,89,Oregon,1992
Cabernet Sauvignon California,12,85,Other California,1997
Napa Valley,110,96,Napa,1995
Chambolle-Musigny Les Beaux Bruns,62,85,Burgundy,1995
Chorey-les-Beaune Les Bons Ores,23,80,Burgundy,1996
Criots-Batard-Montrachet,498,98,Burgundy,1995
Brunello di Montalcino,45,87,Tuscany,1994
Cabernet Sauvignon Sonoma County,27,92,Sonoma,1993
Meursault Charmes,,81,Burgundy,1995
Pinotage Coastal Region,14,87,South Africa,1996
Brut Rose Champagne,36,86,Champagne,
Albarino Rias Baixas Abadia de San Campio,12,86,Spain,1996
Cabernet Sauvignon Santa Lucia Highlands,18,83,Bay Area - Central Coast,1992
Cabernet Sauvignon Napa Valley,27,85,Napa,1993
Cabernet Sauvignon Sonoma County Cinq Cepages,24,91,Sonoma,1994
Haut-Medoc,9,79,Bordeaux,1995
Merlot Spring Mountain District,45,91,Napa,1997
Cabernet Sauvignon Paso Robles,17,86,South Coast,1996
Brunello di Montalcino,48,82,Tuscany,1992
Zinfandel Paso Robles Templeton Hills Vineyard,16,82,South Coast,1997
Sauvignon Blanc Santa Barbara County,14,86,South Coast,1998
Chardonnay Napa Valley Private Reserve,17,91,Napa,1992
Chardonnay South Australia Chandlers Hill,8,84,Australia,1993
Chardonnay Santa Cruz Mountains Special Reserve Vineyards,18,87,Bay Area - Central Coast,1994
Pernand-Vergelesses Les Vergelesses,31,86,Burgundy,1995
Meursault,41,80,Burgundy,1997
Zinfandel Mendocino,15,83,Mendocino Lake,1997
Gigondas,,86,Rhone,1994
Zinfandel Dry Creek Valley Olsen Vineyard,16,92,Sonoma,1994
Riesling Kabinett Mosel-Saar-Ruwer Erdener Treppchen,14,88,Germany,1992
Toro Colegiata,9,77,Spain,1993
Cabernet Franc Santa Ynez Valley,17,70,South Coast,1992
Vernaccia di San Gimignano,12,81,Tuscany,1999
Pinot Noir Oregon,35,85,Oregon,1995
St.-Estephe,25,88,Bordeaux,1996
Sauvignon Blanc Awatere Valley Single Vineyard,23,86,New Zealand,1997
Brunello di Montalcino,35,88,Tuscany,1993
Vanti,8,83,Tuscany,1992
Chardonnay Russian River Valley Limited Edition,25,82,Sonoma,1998
Chenin Blanc Clarksburg,7,83,Other California,1996
Cabernet Sauvignon Darmagi,,95,Piedmont,1995
Montagny Les Bonneveaux,22,84,Burgundy,1996
Tokay Pinot Gris Alsace,13,85,Alsace,1998
Toscana San Donato,15,79,Tuscany,1998
Pernand-Vergelesses Les Fichots,31,85,Burgundy,1998
St.-Amour Domaine de la Pirolette,12,85,Beaujolais,1994
Lussac-St.-Emilion,15,81,Bordeaux,1995
Madeira Rainwater,14,82,Portugal,
Colli dell'Etruria Centrale,13,78,Tuscany,1996
Chassagne-Montrachet Les Vergers,60,83,Burgundy,1998
St.-Amour Domaine de la Pirolette,13,83,Beaujolais,1997
Chassagne-Montrachet Morgeot,44,89,Burgundy,1993
Monferrato Il Baciale,18,84,Piedmont,1996
Eleanor of Aquitaine White Mendocino,16,88,Mendocino Lake,1997
Toscana Salterio,,84,Tuscany,1997
Chablis Valmur,50,94,Burgundy,1996
Toscana Giusto di Notri,75,90,Tuscany,1997
Chardonnay Paarl,13,85,South Africa,1994
Cabernet Sauvignon Kangaroo Island,40,87,Australia,1998
Sauvignon Blanc Livermore Valley,9,88,Bay Area - Central Coast,1994
Terre di Tufi,24,88,Tuscany,1995
Sauvignon Blanc Dunnigan Hills Night Harvest,6,84,Other California,1997
Cabernet Sauvignon Napa Valley,14,86,Napa,1992
Coteaux du Languedoc White La Rouviere,15,84,Languedoc-Roussillon,1998
St.-Estephe,24,86,Bordeaux,1995
Clos Vougeot,76,92,Burgundy,1994
Pinot Gris Willamette Valley,15,86,Oregon,1997
Chardonnay Russian River Valley LB Reserve,30,90,Sonoma,1992
Barbera Amador County Sobon Family Vineyards,15,84,Sierra Foothills,1996
Bairrada Vinha Pan,32,87,Portugal,1995
Chablis Vaillons,45,90,Burgundy,1997
Cotes du Luberon White Les Aubepines,16,75,Rhone,1998
Chardonnay Carneros,12,86,Carneros,1997
Pinot Grigio Veneto,6,80,Veneto,1994
Barolo Vigneto Arborina,67,96,Piedmont,1996
Cabernet Sauvignon Napa Valley,33,90,Napa,1992
Navarra Rosado Malon de Echaide,7,80,Spain,1993
Bordeaux White Cuvee Prestige,,85,Bordeaux,1998
Moulin-a-Vent,14,86,Beaujolais,1994
Brut Champagne Tradition,35,85,Champagne,
Weissburgunder Trockenbeerenauslese Neusiedlersee,,90,Burgenland,1995
Pinot Gris Alsace Carte d'Or,12,85,Alsace,1998
Costieres de Nimes Cuvee Amerique,12,82,Languedoc-Roussillon,1996
Pinot Grigio,6,68,Northeast,1995
Shiraz South Australia,12,87,Australia,1996
Chardonnay Virginia,10,77,Virginia,1994
Navarra Crianza,10,81,Spain,1997
Cabernet Sauvignon Napa Valley,28,91,Napa,1997
Cabernet Sauvignon California,11,86,Other California,1994
Chardonnay Oregon Barrel Select,10,86,Oregon,1995
Chardonnay Columbia Valley Barrel Fermented Reserve,12,81,Washington,1992
Chardonnay Napa-Sonoma Counties Reserve,32,93,Other California,1994
Riesling Kabinett Pfalz Haardter Burgergarten,17,85,Germany,1993
Puligny-Montrachet Le Trezin,45,94,Burgundy,1998
Pinot Noir California B,12,84,Other California,1997
Sangiovese Shenandoah Valley,12,85,Sierra Foothills,1995
Riesling Spätlese Pfalz Wachenheimer Altenburg,24,90,Germany,1997
Morellino di Scansano,,85,Tuscany,1997
Zinfandel Amador County,12,86,Sierra Foothills,1996
Savennieres-Coulee de Serrant Clos de la Coulee de Serrant,41,89,Loire,1994
Pinot Noir Santa Cruz Mountains,35,89,Bay Area - Central Coast,1996
Chardonnay Rapel Valley,6,79,Chile,1999
Nuits-St.-Georges Les Vaucrains,60,93,Burgundy,1996
Valdepenas Vegaval Plata Crianza,10,83,Spain,1995
Grenache Clarendon Kangarilla Vineyard Old Vines,40,86,Australia,1998
Chardonnay Mendocino County Barrel Select,11,88,Mendocino Lake,1995
Cabernet Sauvignon Sonoma County,10,87,Sonoma,1994
Gevrey-Chambertin Estournelles St.-Jacques,30,78,Burgundy,1996
Cote-Rotie,35,79,Rhone,1998
Balifico,40,88,Tuscany,1995
Vintage Character Port Warrior Finest Reserve,14,80,Portugal,
Riesling Spätlese Mosel-Saar-Ruwer Bernkasteler Doctor,35,83,Germany,1995
Chardonnay Niagara Peninsula Triomphe,18,85,Canada,1997
Chardonnay Monterey,16,87,Bay Area - Central Coast,1997
St.-Joseph,14,86,Rhone,1997
Pinot Noir Martinborough,45,88,New Zealand,1997
Pinot Nature,7,84,Other Italy,
Chardonnay Dry Creek Valley Vintage Selection,10,80,Sonoma,1995
Chardonnay Mendoza Alamos Ridge,10,85,Argentina,1995
Merlot Sonoma Valley Olive Hill Estate Vineyard,24,88,Sonoma,1995
Shiraz Hunter Valley,22,87,Australia,1998
Rosso di Montalcino,19,85,Tuscany,1993
Merlot North Fork of Long Island,16,82,Long Island,1995
Pinot Noir Napa Valley Fagan Creek Vineyard,24,78,Napa,1994
Medoc,,,Bordeaux,1998
Cabernet Sauvignon Monterey County,11,85,Bay Area - Central Coast,1992
Syrah Russian River Valley Saralee's Vineyard,55,91,Sonoma,1997
Pouilly-Fuisse Domaine de la Chapelle,18,81,Burgundy,1997
Pouilly-Fume L'Arret Buffatte,19,90,Loire,1994
Cabernet Sauvignon Napa Valley,25,86,Napa,1995
Chardonnay Napa Valley Floreal,11,83,Napa,1992
Merlot Rogue Valley,15,86,Oregon,1993
Riesling Finger Lakes,9,82,Finger Lakes,1996
Chardonnay Vin de Pays des Cotes de Thongue,10,79,Other France,1996
Pinot Blanc Alsace Diamant d'Alsace Reserve,10,78,Alsace,1994
Chambertin-Clos de Beze,,88,Burgundy,1992
Sauvignon Blanc Napa Valley,15,88,Napa,1997
Riesling Alsace Harth Cuvee Prestige,20,89,Alsace,1996
Crozes-Hermitage,12,79,Rhone,1997
Volnay Clos des Chenes Domaine du Village,38,77,Burgundy,1996
Zinfandel Russian River Valley Saitone Ranch,18,89,Sonoma,1995
Pinot Noir Rogue Valley,15,86,Oregon,1992
Chassagne-Montrachet,32,92,Burgundy,1997
Santenay La Maladiere,25,83,Burgundy,1995
Sauvignon Blanc Marlborough,18,83,New Zealand,1998
Chardonnay Napa Valley Unfiltered,15,85,Napa,1993
Merlot Columbia Valley,13,85,Washington,1993
Sancerre Clos de la Crele,16,87,Loire,1995
Rioja Crianza,12,86,Spain,1994
Dolcetto d'Alba,10,87,Piedmont,1995
Pommard Les Vignots,94,92,Burgundy,1993
Pinot Noir Monterey County Fifth Generation Family Selection,7,80,Bay Area - Central Coast,1992
Sangiovese Toscana Etrusco,54,87,Tuscany,1995
Chardonnay Russian River Valley Allen Vineyard,22,92,Sonoma,1995
Pinot Grigio Toscana San Angelo,13,86,Tuscany,1997
Pomerol,,84,Bordeaux,1997
Chianti Classico,,78,Tuscany,1992
Barbaresco Rabaja,40,80,Piedmont,1992
Pinot Noir Tasmania,15,87,Australia,1998
Pinot Gris Alsace Les Princes Abbes,20,84,Alsace,1998
Vino de Mesa de Castilla y Leon Cuvee El Palomar,43,83,Spain,1996
Cabernet Franc Napa Valley,20,88,Napa,1993
Pernand-Vergelesses White Clos Berthet,33,85,Burgundy,1996
Riesling Trockenbeerenauslese Nahe Niederhäuser Hermannshohle,168,96,Germany,1994
Merlot North Fork of Long Island Wesley Hall Vineyard,19,76,Long Island,1994
Corton-Bressandes,60,89,Burgundy,1996
Vin de Pays d'Oc Premiere Cuvee,13,88,Other France,1995
Cabernet Sauvignon Mount Veeder,25,90,Napa,1993
Brut Rose Champagne Fleur de Rose,36,89,Champagne,1995
Merlot Maule Valley 120,7,82,Chile,1992
Chardonnay Willamette Valley,16,84,Oregon,1997
Chardonnay San Luis Obispo County Laetitia Vineyard,25,91,South Coast,1996
Chateauneuf-du-Pape Les Calcerniers,19,86,Rhone,1995
DVX Napa Valley,35,92,Napa,1995
Bordeaux Superieur La Terrasse sur la Riviere,9,85,Bordeaux,1993
Cornas Les Ruchets,55,88,Rhone,1997
Gewurztraminer Alsace,14,82,Alsace,1995
Riesling Spätlese Pfalz Ungsteiner Herrenberg,20,78,Germany,1998
St.-Joseph Le Berceau,,83,Rhone,1992
Zinfandel Dry Creek Valley,16,86,Sonoma,1995
Cotes du Rhone Chateau de Galliffet,17,79,Rhone,1998
Cabernet Sauvignon Coonawarra The Menzies,28,90,Australia,1995
Chardonnay Franciacorta Lo Sparviere,15,78,Other Italy,1993
Pomerol,34,85,Bordeaux,1997
Chardonnay Sonoma Valley,25,87,Sonoma,1992
Vintage Port Quinta da Ervamoira,50,88,Portugal,1994
Tempranillo Mendoza Q,20,84,Argentina,1998
Cornas,43,77,Rhone,1997
St.-Estephe,20,84,Bordeaux,1993
Savennieres Becherelle,20,91,Loire,1995
Puligny-Montrachet Les Garennes,,87,Burgundy,1996
Cotes du Rhone Domaine des Aires Vieilles,6,82,Rhone,1992
Chianti Rufina,11,85,Tuscany,1996
Chablis Vaillons,25,80,Burgundy,1997
Salice Salentino Rosso Albarossa,9,78,Other Italy,1997
Barbera d'Alba Scarrone,18,85,Piedmont,1997
Merlot Sonoma County,17,81,Sonoma,1993
Zinfandel Mendocino,14,80,Mendocino Lake,1997
St.-Emilion,27,82,Bordeaux,1996
St.-Estephe,17,78,Bordeaux,1992
Haut-Medoc,,82,Bordeaux,1996
Gruner Veltliner Beerenauslese Kamptal Ried Loiser Berg,,93,Niederosterreich,1995
Malbec Mendoza Catena Alta Angelica Vineyard,50,87,Argentina,1997
Haut-Medoc,,85,Bordeaux,1996
Riesling Spätlese Mosel-Saar-Ruwer Bernkasteler Doctor,43,84,Germany,1992
St.-Julien,,,Bordeaux,1999
Chardonnay Vin de Pays d'Oc,8,78,Other France,1997
Chenin Blanc Monterey County Le Chenay,9,84,Bay Area - Central Coast,1993
Barolo Pianpolvere Soprano,75,90,Piedmont,1996
Pinot Noir Santa Barbara County,17,90,South Coast,1995
Riesling Pfalz,6,80,Germany,1993
Merlot Sonoma County,20,83,Sonoma,1997
Pinot Noir Martinborough,,78,New Zealand,1992
Blanc de Blancs Napa Valley,23,86,Napa,1992
Petite Pompadour Pompadour Vineyard Rogue Valley,17,87,Oregon,1995
Cote de Nuits-Villages,18,82,Burgundy,1992
Pinot Gris Alsace Cuvee Emile Willm Reserve,17,84,Alsace,1999
Barolo,39,86,Piedmont,1996
Gewurztraminer Alsace Rodelsberg,29,86,Alsace,1996
Pinot Noir Santa Barbara County Sanford & Benedict Vineyard,40,91,South Coast,1997
Brut Blanc de Blancs Champagne,38,86,Champagne,
Sauvignon Blanc Sonoma County,6,83,Sonoma,1992
Chevalier-Montrachet,,90,Burgundy,1994
Gamay Noir Yamhill County,15,87,Oregon,1995
Puligny-Montrachet Les Perrieres,83,94,Burgundy,1995
Beaune Aux Coucherias,28,84,Burgundy,1993
Tokay Pinot Gris Alsace,13,86,Alsace,1995
Riesling Auslese Mosel-Saar-Ruwer Bernkasteler Doctor,40,91,Germany,1995
Chardonnay Arroyo Seco Gravelstone,10,82,Bay Area - Central Coast,1993
Savigny-les-Beaune,20,79,Burgundy,1994
Pinot Grigio,7,82,Northeast,1996
Barbaresco Maria di Brun,64,80,Piedmont,1996
Chardonnay Santa Cruz Mountains Vineyard Reserve,15,79,Bay Area - Central Coast,1996
St.-Veran Clos de l'Ermitage,,79,Burgundy,1994
Cabernet Sauvignon Napa Valley,23,87,Napa,1996
Sylvaner Alsace Chateau de Mittelwihr,10,79,Alsace,1994
Chardonnay Napa Valley Carneros,20,88,Carneros,1993
Pouilly-Fume Buisson Menard,34,87,Loire,1992
Merlot Stellenbosch,13,86,South Africa,1995
Meursault Perrieres Cave Privee,72,79,Burgundy,1997
Pinot Noir Russian River Valley,45,84,Sonoma,1995
Cotes du Luberon White,8,78,Rhone,1998
Sauvignon Blanc Vin de Pays d'Oc,5,77,Other France,1993
St.-Aubin En Remilly,30,87,Burgundy,1997
Chardonnay Russian River Valley,13,90,Sonoma,1994
Sauvignon Blanc Monterey County Carmel Vineyard Fume En Vogue,10,83,Bay Area - Central Coast,1993
Cabernet Sauvignon Napa Valley Diamond Mountain Ranch Vineyard,18,85,Napa,1994
Syrah Edna Valley Alban Estate Reva,24,88,South Coast,1996
Hautes-Cotes de Nuits,17,85,Burgundy,1993
Pommard Les Argillieres,,72,Burgundy,1997
Viognier Monticello Reserve,18,82,Virginia,1998
Pinot Noir Santa Cruz Mountains,25,80,Bay Area - Central Coast,1994
Rosso Tuscany,,80,Tuscany,1994
Brut Blanc de Blancs Champagne,36,87,Champagne,
Corton Perrieres,69,87,Burgundy,1996
Chambolle-Musigny,32,77,Burgundy,1992
Zinfandel Howell Mountain,16,84,Napa,1995
Chardonnay Coonawarra Laira,15,83,Australia,1993
Macon-Davaye,,86,Burgundy,1996
Brunello di Montalcino Il Poggiolo,35,82,Tuscany,1992
Semillon Hunter Valley Vat 1,30,87,Australia,1992
Chardonnay Napa Valley,25,88,Napa,1996
Nuits-St.-Georges Proces,50,78,Burgundy,1997
Chianti Colli Senesi,11,85,Tuscany,1994
Merlot Yakima Valley,11,85,Washington,1993
Riesling Kabinett Rheingau Rudesheimer Magdalenenkreuz,16,80,Germany,1998
Merlot Russian River Valley,24,87,Sonoma,1997
Gamay Noir Hudson River Region,11,77,Hudson River Region,1996
Chardonnay Willamette Valley,10,86,Oregon,1993
Vino de Mesa de Castilla y Leon Rivola,10,87,Spain,1996
Cabernet Sauvignon Chalk Hill Warnecke Vineyard Special Edition,42,88,Sonoma,1997
Cabernet Sauvignon Napa Valley Reserve,66,90,Napa,1993
Riesling QbA Mosel-Saar-Ruwer Zeller Schwarze Katz,5,75,Germany,1994
Vacqueyras,,76,Rhone,1995
Chardonnay Santa Barbara County Rancho Vinedo Vineyards,15,85,South Coast,1994
